"id_cordee","lib_cordee","region","academie","departement","commune","composante_cordee","lycees_sources"
"C0169","Tremplin vers le lycée Louis-le-Grand","Ile-de-France","Paris",75005,"Paris","LYCEES SOURCES","Lycée Louis le Grand"
"C0170","Tremplin vers le lycée, les cordées de la réussite","Ile-de-France","Paris",75005,"Paris","LYCEES SOURCES","Lycée Louis Le Grand"
"C0212","Cordée de la réussite-CPGE Lycée Kleber","Alsace","Strasbourg",67,"Molsheim","LYCEES SOURCES","Lycée Louis Marchal"
"C0080","Cordée des sciences de l'ingénieur","Nord-Pas-de-Calais","Lille",62,"Hénin Beaumont","LYCEES SOURCES","Lycée Louis Pasteur"
"C0211","Cordée de la réussite, 100 000 étudiants pour 100 000 élèves","Alsace","Strasbourg",67,"Strasbourg","LYCEE(S) AVEC CPGE","Lycée Louis Pasteur"
"C0212","Cordée de la réussite-CPGE Lycée Kleber","Alsace","Strasbourg",67,"Strasbourg","LYCEES SOURCES","Lycée Louis Pasteur"
"C0215","Le service public local, pourquoi pas moi?","Alsace","Strasbourg",67,"Strasbourg","LYCEES SOURCES","Lycée Louis Pasteur"
"C0015","Spé IEP","Provence Alpes Côte d'Azur","Aix-Marseille",84,"Avignon","LYCEES SOURCES","Lycée Louis Pasteur"
"C0030","Réussir ensemble ","Franche-Comté","Besançon",25,"Besançon","LYCEE(S) AVEC CPGE","Lycée Louis Pergaud"
"C0030","Réussir ensemble ","Franche-Comté","Besançon",25,"Besançon","LYCEES SOURCES","Lycée Louis Pergaud"
"C0124","ENIM","Lorraine","Nancy-Metz",57,"Metz","LYCEES SOURCES","Lycée Louis Vincent"
"C0060","Réussir à Dauphine","Ile-de-France","Créteil",93,"Bobigny","LYCEE(S) AVEC CPGE","Lycée Louise Michel"
"C0244","POLLEN","Ile-de-France","Versailles",93,"Bobigny","LYCEE(S) AVEC CPGE","Lycée Louise Michel"
"C0253","Une grande école, pourquoi pas moi ? ESSEC","Ile-de-France","Versailles",93,"Bobigny","LYCEE(S) AVEC CPGE","Lycée Louise Michel"
"C0058","MEHUL","Ile-de-France","Créteil",93,"Bobigny","LYCEES SOURCES","Lycée Louise Michel"
"C0159","Cordée Jean-Baptiste Say","Ile-de-France","Paris",93,"Bobigny","LYCEES SOURCES","Lycée Louise Michel"
"C0169","Tremplin vers le lycée Louis-le-Grand","Ile-de-France","Paris",75005,"Paris","TETE(S) DE CORDEE","Lycée Louis-le-Grand"
"C0203","EDRESUP ","Haute Normandie","Rouen",27,"Evreux","LYCEES SOURCES","Lycée Louis-Modeste Leroy"
"C0103","Partenariat des grandes écoles militaires ESSA","Rhône-Alpes","Lyon",69,"Lyon","LYCEES SOURCES","Lycée Lumière"
"C0106","Séminaire Lycée","Rhône-Alpes","Lyon",69,"Lyon","LYCEES SOURCES","Lycée Lumière"
"C0077","Réussir la poursuite d'études - Sce Po Paris","Guynae","Guynae",973,"Saint-Laurent du Maroni","LYCEES SOURCES","Lycée Lumina Sophie"
"C0101","Parcours d'excellence des STI","Rhône-Alpes","Lyon",69,"Vénissieux","LYCEES SOURCES","Lycée M. Sembat"
"C0045","Pôle Alizé : itinéraire d'excellence""","Auvergne","Clermont-Ferrand",3,"Montluçon","LYCEE(S) AVEC CPGE","Lycée Madame de Stael"
"C0020","Accès et réussite à l'UPJV","Picardie","Amiens",80,"Amiens","LYCEE(S) AVEC CPGE","Lycée Madeleine Michelis"
"C0115","L'accompagnement vers l'esprit de la réussite","Languedoc-Roussillon","Montpellier",66,"Perpignan","LYCEES SOURCES","Lycée Maillol"
"C0228","Ambition d'enseignement supérieur - Lycée du Parc des Loges","Ile-de-France","Versailles",91,"Athis-Mons","LYCEES SOURCES","Lycée Malcel Pagnol"
"C0042","Horizons-Première cordée de la réussite internationale","Basse Normandie","Caen",14,"Caen","LYCEE(S) AVEC CPGE","Lycée Malherbe"
"C0042","Horizons-Première cordée de la réussite internationale","Basse Normandie","Caen",14,"Caen","LYCEES SOURCES","Lycée Malherbe"
"C0137","Cordées de la réussite sarthoises","Pays de la Loire","Nantes",72,"Allonnes","LYCEES SOURCES","Lycée Malraux"
"C0124","ENIM","Lorraine","Nancy-Metz",57,"Sarrebourg","LYCEES SOURCES","Lycée Mangin"
"C0200","CEP ","Haute Normandie","Rouen",27,"Val de Reuil","LYCEES SOURCES","Lycée Marc Bloch"
"C0206","EDRESUP","Haute Normandie","Rouen",27,"Val de Reuil","LYCEES SOURCES","Lycée Marc Bloch"
"C0211","Cordée de la réussite, 100 000 étudiants pour 100 000 élèves","Alsace","Strasbourg",67,"Hoenheim","LYCEE(S) AVEC CPGE","Lycée Marc Bloch"
"C0212","Cordée de la réussite-CPGE Lycée Kleber","Alsace","Strasbourg",67,"Bischeim","LYCEES SOURCES","Lycée Marc Bloch"
"C0217","Tutorat d'excellence","Alsace","Strasbourg",67,"Strasbourg","LYCEES SOURCES","Lycée Marc Bloch"
"C0218","Tutorat d'excellence","Alsace","Strasbourg",67,"Bischeim","LYCEES SOURCES","Lycée Marc Bloch"
"C0153","Université et CPGE pour les élèves d'Eure-et-Loir","Centre","Orléans-Tours",28,"Chartres","LYCEE(S) AVEC CPGE","Lycée Marceau"
"C0152","Une filière ingénieuse pour devenir ingénieur","Centre","Orléans-Tours",28,"Chartres","LYCEES SOURCES","Lycée Marceau"
"C0007","IEPEI","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Marseille","LYCEES SOURCES","Lycée Marcel Pagnol"
"C0008","J'ouvre ma voie dans la prépa techno","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Marseille","LYCEES SOURCES","Lycée Marcel Pagnol"
"C0013","Préparation à l'université","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Marseille","LYCEES SOURCES","Lycée Marcel Pagnol"
"C0240","Mat' les vacances","Ile-de-France","Versailles",91,"Athis-Mons","LYCEES SOURCES","Lycée Marcel Pagnol"
"C0212","Cordée de la réussite-CPGE Lycée Kleber","Alsace","Strasbourg",67,"Strasbourg","LYCEES SOURCES","Lycée Marcel Rudlof"
"C0215","Le service public local, pourquoi pas moi?","Alsace","Strasbourg",67,"Strasbourg","LYCEES SOURCES","Lycée Marcel Rudlof"
"C0099","Ouverture internationale pour les STI","Rhône-Alpes","Lyon",69,"Vénissieux","LYCEES SOURCES","Lycée Marcel Sembat"
"C0107","Trait d'union ","Rhône-Alpes","Lyon",69,"Vénissieux","LYCEES SOURCES","Lycée Marcel Sembat"
"C0109","Trait d'union Multicampus multiquartiers","Rhône-Alpes","Lyon",69,"Vénissieux","LYCEES SOURCES","Lycée Marcel Sembat"
"C0199","Ambition et handicap","Haute Normandie","Rouen",76,"Sotteville-les-Rouen","LYCEE(S) AVEC CPGE","Lycée Marcel Sembat"
"C0208","Prep'avenir","Haute Normandie","Rouen",76,"Sotteville-les-Rouen","LYCEE(S) AVEC CPGE","Lycée Marcel Sembat"
"C0199","Ambition et handicap","Haute Normandie","Rouen",76,"Sotteville-les-Rouen","LYCEES SOURCES","Lycée Marcel Sembat"
"C0204","EDRESUP ","Haute Normandie","Rouen",76,"Sotteville-les-Rouen","LYCEES SOURCES","Lycée Marcel Sembat"
"C0208","Prep'avenir","Haute Normandie","Rouen",76,"Sotteville-les-Rouen","LYCEES SOURCES","Lycée Marcel Sembat"
"C0159","Cordée Jean-Baptiste Say","Ile-de-France","Paris",93,"Pantin","LYCEES SOURCES","Lycée Marcelin Berthelot"
"C0060","Réussir à Dauphine","Ile-de-France","Créteil",93,"Pantin","LYCEES SOURCES","Lycée Marcellin Berthelot"
"C0039","Tous envie de réussir","Basse Normandie","Caen",61,"Alençon","LYCEES SOURCES","Lycée Maréchal Leclerc"
"C0147","Futurs ingénieurs au sommet","Centre","Orléans-Tours",18,"Bourges","LYCEES SOURCES","Lycée Marguerite de Navarre"
"C0149","Les sciences en face à face","Centre","Orléans-Tours",18,"Bourges","LYCEES SOURCES","Lycée Marguerite de Navarre"
"C0039","Tous envie de réussir","Basse Normandie","Caen",61,"Alençon","LYCEES SOURCES","Lycée Marguerite de Navarre"
"C0038","Sciences Po Bordeaux, je le peux parce que je le veux","Aquitaine","Bordeaux",47,"Fumel","LYCEES SOURCES","Lycée Marguerite Filhol"
"C0130","La cordée nord meusienne","Lorraine","Nancy-Metz",55,"Verdun","LYCEES SOURCES","Lycée Margueritte"
"C0132","Projet citoyen ""égalité des chances""","Lorraine","Nancy-Metz",55,"Verdun","LYCEES SOURCES","Lycée Margueritte"
"C0071","Un ascenseur pour la réussite","Rhône-Alpes","Grenoble",38,"Echirolles","LYCEES SOURCES","Lycée Marie Curie"
"C0020","Accès et réussite à l'UPJV","Picardie","Amiens",60,"Nogent-sur-Oise","LYCEE(S) AVEC CPGE","Lycée Marie Curie"
"C0221","DISPO","Midi-Pyrénées","Toulouse",65,"Tarbes","LYCEES SOURCES","Lycée Marie Curie"
"C0215","Le service public local, pourquoi pas moi?","Alsace","Strasbourg",67,"Strasbourg","LYCEES SOURCES","Lycée Marie Curie"
"C0178","Groupe ESC Troyes","Champagne-Ardennes","Reims",10,"Troyes","LYCEES SOURCES","Lycée Marie de Champagne"
"C0182","Science, technologie et avenir","Champagne-Ardennes","Reims",10,"Troyes","LYCEES SOURCES","Lycée Marie de Champagne"
"C0119","Ambition Réussite - Technologique","Lorraine","Nancy-Metz",54,"Tomblaine","LYCEES SOURCES","Lycée Marie Marvingt"
"C0007","IEPEI","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Gardanne","LYCEES SOURCES","Lycée Marie-Madeleine Fourcade"
"C0013","Préparation à l'université","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Marseille","LYCEES SOURCES","Lycée Marseilleveyre"
"C0101","Parcours d'excellence des STI","Rhône-Alpes","Lyon",69,"Lyon 1","LYCEES SOURCES","Lycée Martinière Diderot"
"C0101","Parcours d'excellence des STI","Rhône-Alpes","Lyon",69,"Lyon 8","LYCEES SOURCES","Lycée Martinière Monplaisir"
"C0013","Préparation à l'université","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Marignane","LYCEES SOURCES","Lycée Maurce Genevoix"
"C0228","Ambition d'enseignement supérieur - Lycée du Parc des Loges","Ile-de-France","Versailles",91,"Epinay-sous-Sénart","LYCEES SOURCES","Lycée Maurice Eliot"
"C0007","IEPEI","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Marignane","LYCEES SOURCES","Lycée Maurice Genevoix"
"C0154","Visez loin… Devenez ingénieur","Centre","Orléans-Tours",45,"Ingré","LYCEES SOURCES","Lycée Maurice Genevoix"
"C0233","Cordée HEC Académie de Versailles","Ile-de-France","Versailles",92,"Montrouge","LYCEES SOURCES","Lycée Maurice Genevoix"
"C0060","Réussir à Dauphine","Ile-de-France","Créteil",93,"Stains","LYCEES SOURCES","Lycée Maurice Utrillo"
"C0167","Prépaplus","Ile-de-France","Paris",93,"Stains","LYCEES SOURCES","Lycée Maurice Utrillo"
"C0053","Cordée ESCP Europe-lycée Champlain de Chennevières-sur-Marne","Ile-de-France","Créteil",94,"Champigny-sur-Marne","LYCEES SOURCES","Lycée Max Dormoy"
"C0158","Cordée ESCP Europe - Lycée Turgot de Paris - Lycée Champlain de Chennevières","Ile-de-France","Paris",94,"Champigny-sur-Marne","LYCEES SOURCES","Lycée Max Dormoy"
"C0033","Entre en prépa c'est réalisable","Aquitaine","Bordeaux",33,"Libourne","LYCEES SOURCES","Lycée Max Linder"
"C0085","Une grande école, pourquoi pas moi?","Nord-Pas-de-Calais","Lille",59,"Roubaix","LYCEES SOURCES","Lycée Maxence Van der Meersch"
"C0013","Préparation à l'université","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Marseille","LYCEES SOURCES","Lycée Maximilien de Sully"
"C0020","Accès et réussite à l'UPJV","Picardie","Amiens",2,"Laon","LYCEES SOURCES","Lycée Méchain"
"C0074","Pour la promotion des études supérieures scientifiques","Guynae","Guynae",973,"Cayenne","LYCEES SOURCES","Lycée Melkior Garré"
"C0075","Promotion des études supérieures de lettres en Guyane","Guynae","Guynae",973,"Cayenne","LYCEES SOURCES","Lycée Melkior Garré"
"C0076","Promouvoir l'accès aux filières d'excellence en guyane","Guynae","Guynae",973,"Cayenne","LYCEES SOURCES","Lycée Melkior Garré"
"C0033","Entre en prépa c'est réalisable","Aquitaine","Bordeaux",33,"Bordeaux","TETE(S) DE CORDEE","Lycée Michel Montaigne"
"C0033","Entre en prépa c'est réalisable","Aquitaine","Bordeaux",33,"Bordeaux","LYCEE(S) AVEC CPGE","Lycée Michel Montaigne"
"C0246","Réussir à Dauphine","Ile-de-France","Versailles",92,"Villeneuve-la-Garenne","LYCEES SOURCES","Lycée Michel-Ange"
"C0013","Préparation à l'université","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Marseille","LYCEES SOURCES","Lycée Michelet"
"C0233","Cordée HEC Académie de Versailles","Ile-de-France","Versailles",92,"Vanves","LYCEE(S) AVEC CPGE","Lycée Michelet"
"C0241","OPEN","Ile-de-France","Versailles",92,"Vanves","LYCEE(S) AVEC CPGE","Lycée Michelet"
"C0007","IEPEI","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Aix-en-provence","LYCEE(S) AVEC CPGE","Lycée militaire"
"C0009","L'internat pourquoi pas ?","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Marseille","TETE(S) DE CORDEE","Lycée militaire d'Aix-en-Provence"
"C0010","Officier pourquoi pas ?","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Aix-en-Provence","TETE(S) DE CORDEE","Lycée militaire d'Aix-en-Provence"
"C0010","Officier pourquoi pas ?","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Aix-en-Provence","LYCEE(S) AVEC CPGE","Lycée militaire d'Aix-en-Provence"
"C0020","Accès et réussite à l'UPJV","Picardie","Amiens",60,"Compiègne","LYCEES SOURCES","Lycée Mireille Grenet"
"C0022","Passeport étudiant","Picardie","Amiens",60,"Compiègne","LYCEES SOURCES","Lycée Mireille Grenet"
"C0023","Passeport étudiant","Picardie","Amiens",60,"Compiègne","LYCEES SOURCES","Lycée Mireille Grenet"
"C0024","Passeport étudiant","Picardie","Amiens",60,"Compiègne","LYCEES SOURCES","Lycée Mireille Grenet"
"C0026","Passeport étudiant : une grande école pourquoi pas moi","Picardie","Amiens",60,"Compiègne","LYCEES SOURCES","Lycée Mireille Grenet"
"C0201","Course en cours","Haute Normandie","Rouen",27,"Evreux","LYCEES SOURCES","Lycée Modeste Leroy"
"C0207","Parcours ingénieur demain","Haute Normandie","Rouen",27,"Evreux","LYCEES SOURCES","Lycée Modeste Leroy"
"C0183","URCA SHS","Champagne-Ardennes","Reims",8,"Charleville-Mézières","LYCEES SOURCES","Lycée Monge"
"C0135","BRIO : fais un bond pour la réussite ","Pays de la Loire","Nantes",44,"Nantes","LYCEES SOURCES","Lycée Monge"
"C0227","Ambition d'enseignement supérieur - Lycée Doisneau","Ile-de-France","Versailles",91,"Savigny-sur-Orge","LYCEES SOURCES","Lycée Monge"
"C0213","Cordée de la réussite-Université de Haute Alsace","Alsace","Strasbourg",68,"Mulhouse","LYCEES SOURCES","Lycée Montaigne"
"C0021","Les arts : pôle d'excellence","Picardie","Amiens",80,"Amiens","LYCEES SOURCES","Lycée Montaigne"
"C0101","Parcours d'excellence des STI","Rhône-Alpes","Lyon",42,"Montbrison","LYCEES SOURCES","Lycée Montbrison"
"C0064","Eiffel de la réussite","Bourgogne","Dijon",21,"Dijon","LYCEES SOURCES","Lycée Montchapet"
"C0049","Pôle Méc@réussite : Comment Oser Réussir en Développant son Envie d'Excellence","Auvergne","Clermont-Ferrand",63,"Thiers ","LYCEES SOURCES","Lycée Montdory"
"C0082","Les cordées de la réussite du lycée Saint-Pierre et de l'école d'ingénieurs","Nord-Pas-de-Calais","Lille",59,"Lille","LYCEES SOURCES","Lycée Montebello"
"C0137","Cordées de la réussite sarthoises","Pays de la Loire","Nantes",72,"Le  Mans","LYCEE(S) AVEC CPGE","Lycée Montesquieu"
"C0239","Ma chance, l'Université","Ile-de-France","Versailles",92,"Le Plessis Robinson","LYCEES SOURCES","Lycée Montesquieu"
"C0241","OPEN","Ile-de-France","Versailles",92,"Le Plessis Robinson","LYCEES SOURCES","Lycée Montesquieu"
"C0110","Réussir à HEC","Martinique","Martinique",972,"Marin","LYCEES SOURCES","Lycée Montgérald"
"C0111","Réussir à l'IEP de Bordeaux","Martinique","Martinique",972,"Marin","LYCEES SOURCES","Lycée Montgérald"
"C0112","Réussir à l'INSA","Martinique","Martinique",972,"Marin","LYCEES SOURCES","Lycée Montgérald"
"C0228","Ambition d'enseignement supérieur - Lycée du Parc des Loges","Ile-de-France","Versailles",91,"Montgéron","LYCEES SOURCES","Lycée Montgeron"
"C0007","IEPEI","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Marseille","LYCEES SOURCES","Lycée Montgrand"
"C0008","J'ouvre ma voie dans la prépa techno","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Marseille","LYCEES SOURCES","Lycée Montgrand"
"C0010","Officier pourquoi pas ?","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Marseille","LYCEES SOURCES","Lycée Montgrand"
"C0013","Préparation à l'université","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Marseille","LYCEES SOURCES","Lycée Montgrand"
"C0013","Préparation à l'université","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Arles","LYCEES SOURCES","Lycée Montmajour"
"C0066","Cordée Grenoble sciences","Rhône-Alpes","Grenoble",38,"Grenoble","LYCEES SOURCES","Lycée Mounier"
"C0071","Un ascenseur pour la réussite","Rhône-Alpes","Grenoble",38,"Grenoble","LYCEES SOURCES","Lycée Mounier"
"C0138","Elan 49","Pays de la Loire","Nantes",49,"Angers","LYCEES SOURCES","Lycée Mounier"
"C0159","Cordée Jean-Baptiste Say","Ile-de-France","Paris",93,"Le Blanc-Mesnil","LYCEES SOURCES","Lycée Mozart"
"C0148","Les études sup…c'est aussi pour moi","Centre","Orléans-Tours",37,"Tours ","LYCEES SOURCES","Lycée Nadaud"
"C0041","Destination Supérieur","Basse Normandie","Caen",61,"L'Aigle","LYCEES SOURCES","Lycée Napoléon"
"C0013","Préparation à l'université","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Aix-en-Provence","LYCEES SOURCES","Lycée Nativité"
"C0234","Course en cours","Ile-de-France","Versailles",92,"Clichy","LYCEES SOURCES","Lycée Newton"
"C0246","Réussir à Dauphine","Ile-de-France","Versailles",92,"Clichy","LYCEES SOURCES","Lycée Newton Enrea"
"C0135","BRIO : fais un bond pour la réussite ","Pays de la Loire","Nantes",44,"Orvault","LYCEES SOURCES","Lycée Nicolas Appert"
"C0063","Cordée Chalonnaise","Bourgogne","Dijon",71,,"LYCEE(S) AVEC CPGE","Lycée Niepce"
"C0063","Cordée Chalonnaise","Bourgogne","Dijon",71,,"LYCEES SOURCES","Lycée Niepce"
"C0110","Réussir à HEC","Martinique","Martinique",972,"Sainte Marie","LYCEES SOURCES","Lycée Nord Atlantique"
"C0111","Réussir à l'IEP de Bordeaux","Martinique","Martinique",972,"Sainte Marie","LYCEES SOURCES","Lycée Nord Atlantique"
"C0112","Réussir à l'INSA","Martinique","Martinique",972,"Sainte Marie","LYCEES SOURCES","Lycée Nord Atlantique"
"C0185","Armor Argoat L'excellence en partage","Bretagne","Rennes",22,"Guingamp","LYCEES SOURCES","Lycée Notre Dame"
"C0139","Traits d'union","Pays de la Loire","Nantes",44,"Rézé","LYCEES SOURCES","Lycée Notre Dame"
"C0185","Armor Argoat L'excellence en partage","Bretagne","Rennes",22,"Rostrenen","LYCEES SOURCES","Lycée Notre Dame de Campostal"
"C0087","Horizons-Première cordée de la réussite internationale","Nord-Pas-de-Calais","Lille",59,"Lille","LYCEE(S) AVEC CPGE","Lycée Notre Dame de la  Paix"
"C0087","Horizons-Première cordée de la réussite internationale","Nord-Pas-de-Calais","Lille",59,"Lille","LYCEES SOURCES","Lycée Notre Dame de la  Paix"
"C0135","BRIO : fais un bond pour la réussite ","Pays de la Loire","Nantes",44,"Nantes","LYCEES SOURCES","Lycée Notre Dame de l'Abbaye"
"C0139","Traits d'union","Pays de la Loire","Nantes",44,"Saint-Nazaire","LYCEES SOURCES","Lycée Notre Dame de l'Espérance"
"C0013","Préparation à l'université","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Marseille","LYCEES SOURCES","Lycée Notre Dame de Sion"
"C0135","BRIO : fais un bond pour la réussite ","Pays de la Loire","Nantes",44,"Nantes","LYCEES SOURCES","Lycée Notre Dame de Toutes Aides"
"C0237","HORIZONS - Première cordée de la réussite internationale","Ile-de-France","Versailles",78,"Mantes-la-Jolie","LYCEES SOURCES","Lycée Notre-Dame"
"C0244","POLLEN","Ile-de-France","Versailles",78,"Versailles","LYCEE(S) AVEC CPGE","Lycée Notre-Dame de Grandchamp"
"C0031","Attractivité des sciences et technologies à l'université","Aquitaine","Bordeaux",33,"Pauillac","LYCEES SOURCES","Lycée Odilon Redon"
"C0038","Sciences Po Bordeaux, je le peux parce que je le veux","Aquitaine","Bordeaux",33,"Pauillac","LYCEES SOURCES","Lycée Odilon Redon"
"C0055","Cordée HEC Olympe de Gouges","Ile-de-France","Créteil",93,"Noisy-le-Sec","LYCEE(S) AVEC CPGE","Lycée Olympe de Gouges"
"C0060","Réussir à Dauphine","Ile-de-France","Créteil",93,"Noisy-le-Sec","LYCEE(S) AVEC CPGE","Lycée Olympe de Gouges"
"C0159","Cordée Jean-Baptiste Say","Ile-de-France","Paris",93,"Noisy-le-Sec","LYCEES SOURCES","Lycée Olympe de Gouges"
"C0201","Course en cours","Haute Normandie","Rouen",76,"Dieppe","LYCEES SOURCES","Lycée Pablo Neruda"
"C0208","Prep'avenir","Haute Normandie","Rouen",76,"Dieppe","LYCEES SOURCES","Lycée Pablo Neruda"
"C0115","L'accompagnement vers l'esprit de la réussite","Languedoc-Roussillon","Montpellier",66,"Perpignan","LYCEES SOURCES","Lycée Pablo Picasso"
"C0083","L'universté d'Artois, pourquoi pas moi?","Nord-Pas-de-Calais","Lille",62,"Avion","LYCEES SOURCES","Lycée Pablo Picasso (LGT et LP)"
"C0094","Convention diversité Académie de Lyon","Rhône-Alpes","Lyon",1,"Oyonnax","LYCEES SOURCES","Lycée Painlevé"
"C0102","Parcours pour l'orientation vers les filières d'économie et de gestion","Rhône-Alpes","Lyon",1,"Oyonnax","LYCEES SOURCES","Lycée Painlevé"
"C0101","Parcours d'excellence des STI","Rhône-Alpes","Lyon",69,"Oullins","LYCEES SOURCES","Lycée Parc Chabrière"
"C0239","Ma chance, l'Université","Ile-de-France","Versailles",91,"Massy","LYCEE(S) AVEC CPGE","Lycée Parc de Vilgénis"
"C0238","Jean-Louis Le Moigne","Ile-de-France","Versailles",91,"Massy","LYCEES SOURCES","Lycée Parc de Vilgénis"
"C0155","Accompagnement pour la poursuite d'études Mines-ParisTech","Ile-de-France","Paris",91,"Evry","LYCEES SOURCES","Lycée Parc des Loges"
"C0007","IEPEI","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Arles","LYCEES SOURCES","Lycée Pasquet"
"C0013","Préparation à l'université","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Arles","LYCEES SOURCES","Lycée Pasquet"
"C0087","Horizons-Première cordée de la réussite internationale","Nord-Pas-de-Calais","Lille",59,"Somain","LYCEES SOURCES","Lycée Pasteur"
"C0243","Pasteur","Ile-de-France","Versailles",92,"Neuilly-sur-Seine","LYCEE(S) AVEC CPGE","Lycée Pasteur"
"C0187","Confiance, ambition, réussite en Sud Finistère","Bretagne","Rennes",29,"Carhaix","LYCEES SOURCES","Lycée Paul  Sérusier"
"C0007","IEPEI","Provence Alpes Côte d'Azur","Aix-Marseille",4,"Sisteron","LYCEES SOURCES","Lycée Paul Arene"
"C0013","Préparation à l'université","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Aix-en-Provence","LYCEES SOURCES","Lycée Paul Cézanne"
"C0020","Accès et réussite à l'UPJV","Picardie","Amiens",2,"Laon","LYCEES SOURCES","Lycée Paul Claudel"
"C0022","Passeport étudiant","Picardie","Amiens",2,"Laon","LYCEES SOURCES","Lycée Paul Claudel"
"C0048","Pôle Méc@réussite","Auvergne","Clermont-Ferrand",3,"Montluçon","LYCEE(S) AVEC CPGE","Lycée Paul Constans"
"C0048","Pôle Méc@réussite","Auvergne","Clermont-Ferrand",3,"Montluçon","LYCEES SOURCES","Lycée Paul Constans"
"C0089","Escapade","Limousin","Limoges",87,"Saint-Junien","LYCEES SOURCES","Lycée Paul Eluard"
"C0013","Préparation à l'université","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Marignane","LYCEES SOURCES","Lycée Paul Langevin"
"C0020","Accès et réussite à l'UPJV","Picardie","Amiens",60,"Beauvais","LYCEES SOURCES","Lycée Paul Langevin"
"C0023","Passeport étudiant","Picardie","Amiens",60,"Beauvais","LYCEES SOURCES","Lycée Paul Langevin"
"C0024","Passeport étudiant","Picardie","Amiens",60,"Beauvais","LYCEES SOURCES","Lycée Paul Langevin"
"C0025","Passeport étudiant : les jeudis de la science","Picardie","Amiens",60,"Beauvais","LYCEES SOURCES","Lycée Paul Langevin"
"C0141","Ambition IEP","PACA","Nice",83,"La Seyne-sur-mer","LYCEES SOURCES","Lycée Paul Langevin"
"C0226","Acordix","Ile-de-France","Versailles",92,"Suresnes","LYCEES SOURCES","Lycée Paul Langevin"
"C0233","Cordée HEC Académie de Versailles","Ile-de-France","Versailles",92,"Suresnes","LYCEES SOURCES","Lycée Paul Langevin"
"C0037","Réussir ensemble ","Aquitaine","Bordeaux",64,"Nay","LYCEES SOURCES","Lycée Paul Rey"
"C0222","Donnez des ailes à votre avenir","Midi-Pyrénées","Toulouse",31,"St Orens-de-Gameville","LYCEES SOURCES","Lycée Paul Riquet"
"C0161","ENS - PSU - TALENS","Ile-de-France","Paris",75012,"Paris","LYCEE(S) AVEC CPGE","Lycée Paul Valéry"
"C0163","Nouvel élan (ParisTech / Janson de Sailly","Ile-de-France","Paris",95,"Osny","LYCEES SOURCES","Lycée Paul-Emile Victor"
"C0230","Ambitions supérieures - scientifiques","Ile-de-France","Versailles",95,"Osny","LYCEES SOURCES","Lycée Paul-Emile Victor"
"C0244","POLLEN","Ile-de-France","Versailles",95,"Osny","LYCEES SOURCES","Lycée Paul-Emile Victor"
"C0148","Les études sup…c'est aussi pour moi","Centre","Orléans-Tours",37,"Tours ","LYCEES SOURCES","Lycée Paul-Louis Courier"
"C0038","Sciences Po Bordeaux, je le peux parce que je le veux","Aquitaine","Bordeaux",64,"Cheraute","LYCEES SOURCES","Lycée Pays de Soule"
"C0033","Entre en prépa c'est réalisable","Aquitaine","Bordeaux",33,"Saint André","LYCEES SOURCES","Lycée Philippe Cousteau"
"C0015","Spé IEP","Provence Alpes Côte d'Azur","Aix-Marseille",84,"Avignon","LYCEES SOURCES","Lycée Philippe de Girard"
"C0116","Un lycée au cœur d'un réseau, point d'appui pour le développement local","Languedoc-Roussillon","Montpellier",30,"Nîmes","LYCEES SOURCES","Lycée Philippe Lamour"
"C0176","Cordée Arago pour réussir","Champagne-Ardennes","Reims",52,"Joinville","LYCEES SOURCES","Lycée Philippe Lebon"
"C0177","Cordée Arts et métiers","Champagne-Ardennes","Reims",52,"Joinville","LYCEES SOURCES","Lycée Philippe Lebon"
"C0089","Escapade","Limousin","Limoges",23,"Guéret","LYCEES SOURCES","Lycée Pierre Bourdan"
"C0090","Limousin, terre de réussite","Limousin","Limoges",23,"Guéret","LYCEES SOURCES","Lycée Pierre Bourdan"
"C0208","Prep'avenir","Haute Normandie","Rouen",76,"Rouen","LYCEE(S) AVEC CPGE","Lycée Pierre Corneille"
